"~id","~start_node_id","~end_node_id","~relationship_type","split","evidence","sentence_id","evidence_source","confidence","document","is_revised","relation_name","relation_id"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1161950694094144257","4:94d2b4d1-0616-4f97-90b3-3538986833d7:769","4:94d2b4d1-0616-4f97-90b3-3538986833d7:20203","HAS_PART","train_revised","['Đuka Lovrić ( born 23 August 1927 in Sarajevo ','Kingdom of Yugoslavia - died 20 February 1957 in Sarajevo ','FPR Yugoslavia ) was a Yugoslav professional footballer .']","['0']","annotated",1,"Đuka Lovrić","true","has part","P527"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1164215688047362817","4:94d2b4d1-0616-4f97-90b3-3538986833d7:769","4:94d2b4d1-0616-4f97-90b3-3538986833d7:765","PART_OF","train_revised","[]","[]","unresolved_multihop",1,"FK Sarajevo","true","part of","P361"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1152994072374280961","4:94d2b4d1-0616-4f97-90b3-3538986833d7:769","4:94d2b4d1-0616-4f97-90b3-3538986833d7:27662","PARTICIPANT_OF","train_revised","['' Occhi di ragazza ' ( ' Girl 's eyes ' ) was the Italian entry in the Eurovision Song Contest 1970 ','performed in Italian by Gianni Morandi .','The song was performed third on the night ','following Switzerland 's Henri Dès with ' Retour ' and preceding Yugoslavia 's Eva Sršen with ' Pridi ','dala ti bom cvet ' .']","['0','4']","annotated",1,"Occhi di ragazza","true","participant of","P1344"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:6931143180616235183","4:94d2b4d1-0616-4f97-90b3-3538986833d7:769","4:94d2b4d1-0616-4f97-90b3-3538986833d7:30895","REPLACED_BY","train_revised","['The Stajićevo camp ( Logor Stajićevo ) was an agricultural farm in Stajićevo near Zrenjanin ','Serbia ( then part of SFR Yugoslavia ','then FRY ) where Croatian prisoners of war and civilians were kept by Serbian authorities .','The camp was cited in the International Criminal Tribunal for the former Yugoslavia 's case against then Serbian president Slobodan Milošević .']","['0','4']","annotated",1,"Stajićevo camp","true","replaced by","P1366"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1164195896838062850","4:94d2b4d1-0616-4f97-90b3-3538986833d7:770","4:94d2b4d1-0616-4f97-90b3-3538986833d7:758","LOCATION","train_revised","['Fudbalski klub Sarajevo ( ) is a Bosnian professional football club based in Sarajevo ','the capital city of Bosnia and Herzegovina and is one of the most successful clubs in the country .','After Bosnia and Herzegovina gained independence from Yugoslavia ','FK Sarajevo became one the country 's biggest ambassadors ','departing on a large world tour during the Bosnian War with the goal of gaining international support for the country 's cause .']","['0','5']","annotated",1,"FK Sarajevo","true","location","P276"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1161944097024377602","4:94d2b4d1-0616-4f97-90b3-3538986833d7:770","4:94d2b4d1-0616-4f97-90b3-3538986833d7:760","LOCATION","train_revised","['After Bosnia and Herzegovina gained independence from Yugoslavia ','FK Sarajevo became one the country 's biggest ambassadors ','departing on a large world tour during the Bosnian War with the goal of gaining international support for the country 's cause .']","['5']","inferred_cooccurrence",1,"FK Sarajevo","true","location","P276"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:6962568322449670902","4:94d2b4d1-0616-4f97-90b3-3538986833d7:771","4:94d2b4d1-0616-4f97-90b3-3538986833d7:758","COUNTRY","train_revised","[]","[]","unresolved_multihop",1,"FK Sarajevo","true","country","P17"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:6962568322449670904","4:94d2b4d1-0616-4f97-90b3-3538986833d7:771","4:94d2b4d1-0616-4f97-90b3-3538986833d7:760","COUNTRY","train_revised","['It is ranked first in the Premier League of Bosnia and Herzegovina all - time table and is the country 's most prominent representative in European competitions .','Fudbalski klub Sarajevo ( ) is a Bosnian professional football club based in Sarajevo ','the capital city of Bosnia and Herzegovina and is one of the most successful clubs in the country .','After Bosnia and Herzegovina gained independence from Yugoslavia ','FK Sarajevo became one the country 's biggest ambassadors ','departing on a large world tour during the Bosnian War with the goal of gaining international support for the country 's cause .','Today ','FK Sarajevo is one of the most prominent members of the Premier League of Bosnia and Herzegovina ','where it has won three Bosnian championships ','five Bosnian Cups and one Bosnian Supercup .']","['8','0','5','6']","annotated",1,"FK Sarajevo","true","country","P17"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1152924803141731075","4:94d2b4d1-0616-4f97-90b3-3538986833d7:771","4:94d2b4d1-0616-4f97-90b3-3538986833d7:933","COUNTRY","train_revised","[]","[]","unresolved_multihop",1,"David Livingstone (broadcaster)","true","country","P17"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1155177702467044099","4:94d2b4d1-0616-4f97-90b3-3538986833d7:771","4:94d2b4d1-0616-4f97-90b3-3538986833d7:758","LOCATED_IN_THE_ADMINISTRATIVE_TERRITORIAL_ENTITY","train_revised","[]","[]","unresolved_multihop",1,"FK Sarajevo","true","located in the administrative territorial entity","P131"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1152925902653358851","4:94d2b4d1-0616-4f97-90b3-3538986833d7:771","4:94d2b4d1-0616-4f97-90b3-3538986833d7:760","LOCATED_IN_THE_ADMINISTRATIVE_TERRITORIAL_ENTITY","train_revised","['It is ranked first in the Premier League of Bosnia and Herzegovina all - time table and is the country 's most prominent representative in European competitions .','Fudbalski klub Sarajevo ( ) is a Bosnian professional football club based in Sarajevo ','the capital city of Bosnia and Herzegovina and is one of the most successful clubs in the country .','After Bosnia and Herzegovina gained independence from Yugoslavia ','FK Sarajevo became one the country 's biggest ambassadors ','departing on a large world tour during the Bosnian War with the goal of gaining international support for the country 's cause .','Today ','FK Sarajevo is one of the most prominent members of the Premier League of Bosnia and Herzegovina ','where it has won three Bosnian championships ','five Bosnian Cups and one Bosnian Supercup .']","['8','0','5','6']","annotated",1,"FK Sarajevo","true","located in the administrative territorial entity","P131"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1157429502280729347","4:94d2b4d1-0616-4f97-90b3-3538986833d7:771","4:94d2b4d1-0616-4f97-90b3-3538986833d7:933","LOCATED_IN_THE_ADMINISTRATIVE_TERRITORIAL_ENTITY","train_revised","[]","[]","unresolved_multihop",1,"David Livingstone (broadcaster)","true","located in the administrative territorial entity","P131"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1157436099350496003","4:94d2b4d1-0616-4f97-90b3-3538986833d7:771","4:94d2b4d1-0616-4f97-90b3-3538986833d7:218","INCEPTION","train_revised","['The club remained in The Football League until 1992 ','when its First Division was superseded as English football 's top level by the newly formed Premier League .']","['6']","annotated",1,"Liverpool F.C. league record by opponent","true","inception","P571"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:6955812923008615158","4:94d2b4d1-0616-4f97-90b3-3538986833d7:773","4:94d2b4d1-0616-4f97-90b3-3538986833d7:758","COUNTRY","train_revised","[]","[]","unresolved_multihop",1,"FK Sarajevo","true","country","P17"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:6964820122263356152","4:94d2b4d1-0616-4f97-90b3-3538986833d7:773","4:94d2b4d1-0616-4f97-90b3-3538986833d7:760","COUNTRY","train_revised","['Fudbalski klub Sarajevo ( ) is a Bosnian professional football club based in Sarajevo ','the capital city of Bosnia and Herzegovina and is one of the most successful clubs in the country .','It is ranked first in the Premier League of Bosnia and Herzegovina all - time table and is the country 's most prominent representative in European competitions .','After Bosnia and Herzegovina gained independence from Yugoslavia ','FK Sarajevo became one the country 's biggest ambassadors ','departing on a large world tour during the Bosnian War with the goal of gaining international support for the country 's cause .','Today ','FK Sarajevo is one of the most prominent members of the Premier League of Bosnia and Herzegovina ','where it has won three Bosnian championships ','five Bosnian Cups and one Bosnian Supercup .']","['0','8','5','6']","annotated",1,"FK Sarajevo","true","country","P17"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:6953561123194929910","4:94d2b4d1-0616-4f97-90b3-3538986833d7:775","4:94d2b4d1-0616-4f97-90b3-3538986833d7:758","COUNTRY","train_revised","[]","[]","unresolved_multihop",1,"FK Sarajevo","true","country","P17"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:6960316522635985656","4:94d2b4d1-0616-4f97-90b3-3538986833d7:775","4:94d2b4d1-0616-4f97-90b3-3538986833d7:760","COUNTRY","train_revised","['Fudbalski klub Sarajevo ( ) is a Bosnian professional football club based in Sarajevo ','the capital city of Bosnia and Herzegovina and is one of the most successful clubs in the country .','It is ranked first in the Premier League of Bosnia and Herzegovina all - time table and is the country 's most prominent representative in European competitions .','After Bosnia and Herzegovina gained independence from Yugoslavia ','FK Sarajevo became one the country 's biggest ambassadors ','departing on a large world tour during the Bosnian War with the goal of gaining international support for the country 's cause .','Today ','FK Sarajevo is one of the most prominent members of the Premier League of Bosnia and Herzegovina ','where it has won three Bosnian championships ','five Bosnian Cups and one Bosnian Supercup .']","['0','8','5','6']","annotated",1,"FK Sarajevo","true","country","P17"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1153006167002186503","4:94d2b4d1-0616-4f97-90b3-3538986833d7:775","4:94d2b4d1-0616-4f97-90b3-3538986833d7:757","PARTICIPANT","train_revised","['Today ','FK Sarajevo is one of the most prominent members of the Premier League of Bosnia and Herzegovina ','where it has won three Bosnian championships ','five Bosnian Cups and one Bosnian Supercup .']","['6']","inferred_cooccurrence",1,"FK Sarajevo","true","participant","P710"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:6958064722822300406","4:94d2b4d1-0616-4f97-90b3-3538986833d7:776","4:94d2b4d1-0616-4f97-90b3-3538986833d7:758","COUNTRY","train_revised","[]","[]","unresolved_multihop",1,"FK Sarajevo","true","country","P17"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:6967071922077041400","4:94d2b4d1-0616-4f97-90b3-3538986833d7:776","4:94d2b4d1-0616-4f97-90b3-3538986833d7:760","COUNTRY","train_revised","['Fudbalski klub Sarajevo ( ) is a Bosnian professional football club based in Sarajevo ','the capital city of Bosnia and Herzegovina and is one of the most successful clubs in the country .','It is ranked first in the Premier League of Bosnia and Herzegovina all - time table and is the country 's most prominent representative in European competitions .','After Bosnia and Herzegovina gained independence from Yugoslavia ','FK Sarajevo became one the country 's biggest ambassadors ','departing on a large world tour during the Bosnian War with the goal of gaining international support for the country 's cause .','Today ','FK Sarajevo is one of the most prominent members of the Premier League of Bosnia and Herzegovina ','where it has won three Bosnian championships ','five Bosnian Cups and one Bosnian Supercup .']","['0','8','5','6']","annotated",1,"FK Sarajevo","true","country","P17"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1152936897769636616","4:94d2b4d1-0616-4f97-90b3-3538986833d7:776","4:94d2b4d1-0616-4f97-90b3-3538986833d7:760","LOCATION","train_revised","['Today ','FK Sarajevo is one of the most prominent members of the Premier League of Bosnia and Herzegovina ','where it has won three Bosnian championships ','five Bosnian Cups and one Bosnian Supercup .']","['6']","inferred_cooccurrence",1,"FK Sarajevo","true","location","P276"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1153006167002186504","4:94d2b4d1-0616-4f97-90b3-3538986833d7:776","4:94d2b4d1-0616-4f97-90b3-3538986833d7:757","PARTICIPANT","train_revised","['Today ','FK Sarajevo is one of the most prominent members of the Premier League of Bosnia and Herzegovina ','where it has won three Bosnian championships ','five Bosnian Cups and one Bosnian Supercup .']","['6']","inferred_cooccurrence",1,"FK Sarajevo","true","participant","P710"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1184452199556580105","4:94d2b4d1-0616-4f97-90b3-3538986833d7:777","4:94d2b4d1-0616-4f97-90b3-3538986833d7:279","CONTAINS_ADMINISTRATIVE_TERRITORIAL_ENTITY","train_revised","['The Jewish community of Rhodes appealed for help from the Jewish community in Constantinople ','who forwarded the appeal to European governments .','In the United Kingdom and Austria ','Jewish communities gained support from their governments .']","['5','6']","annotated",1,"Rhodes blood libel","true","contains administrative territorial entity","P150"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1182200399742894857","4:94d2b4d1-0616-4f97-90b3-3538986833d7:777","4:94d2b4d1-0616-4f97-90b3-3538986833d7:393","CONTAINS_ADMINISTRATIVE_TERRITORIAL_ENTITY","train_revised","['Initially the libel garnered support from the consuls of several European countries ','including the United Kingdom ','France ','the Austrian Empire ','Sweden ','and Greece ','although later several supported the Jewish community .']","['1']","annotated",1,"Rhodes blood libel","true","contains administrative territorial entity","P150"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1177696800115524361","4:94d2b4d1-0616-4f97-90b3-3538986833d7:777","4:94d2b4d1-0616-4f97-90b3-3538986833d7:395","CONTAINS_ADMINISTRATIVE_TERRITORIAL_ENTITY","train_revised","['Initially the libel garnered support from the consuls of several European countries ','including the United Kingdom ','France ','the Austrian Empire ','Sweden ','and Greece ','although later several supported the Jewish community .']","['1']","annotated",1,"Rhodes blood libel","true","contains administrative territorial entity","P150"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1175445000301839113","4:94d2b4d1-0616-4f97-90b3-3538986833d7:777","4:94d2b4d1-0616-4f97-90b3-3538986833d7:530","CONTAINS_ADMINISTRATIVE_TERRITORIAL_ENTITY","train_revised","['Initially the libel garnered support from the consuls of several European countries ','including the United Kingdom ','France ','the Austrian Empire ','Sweden ','and Greece ','although later several supported the Jewish community .','The Jewish community of Rhodes appealed for help from the Jewish community in Constantinople ','who forwarded the appeal to European governments .','In the United Kingdom and Austria ','Jewish communities gained support from their governments .']","['1','5','6']","annotated",1,"Rhodes blood libel","true","contains administrative territorial entity","P150"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1179948599929209609","4:94d2b4d1-0616-4f97-90b3-3538986833d7:777","4:94d2b4d1-0616-4f97-90b3-3538986833d7:2009","CONTAINS_ADMINISTRATIVE_TERRITORIAL_ENTITY","train_revised","['Initially the libel garnered support from the consuls of several European countries ','including the United Kingdom ','France ','the Austrian Empire ','Sweden ','and Greece ','although later several supported the Jewish community .']","['1']","annotated",1,"Rhodes blood libel","true","contains administrative territorial entity","P150"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:5140","4:94d2b4d1-0616-4f97-90b3-3538986833d7:777","4:94d2b4d1-0616-4f97-90b3-3538986833d7:38","CONTINENT","dev_revised","[]","[]","unresolved_multihop",1,"Paul Beliën","true","continent","P30"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:6951309323381244662","4:94d2b4d1-0616-4f97-90b3-3538986833d7:778","4:94d2b4d1-0616-4f97-90b3-3538986833d7:758","COUNTRY","train_revised","['Fudbalski klub Sarajevo ( ) is a Bosnian professional football club based in Sarajevo ','the capital city of Bosnia and Herzegovina and is one of the most successful clubs in the country .','Founded on 24 October 1946 ','FK Sarajevo was the most successful club from SR Bosnia in former SFR Yugoslavia ','winning two Yugoslav First League titles ','being runners - up on two other occasions and finishing 6th in that competition 's all - time table .','FK Sarajevo was the only major football club founded by the post - war Yugoslav authorities in the city of Sarajevo .','After Bosnia and Herzegovina gained independence from Yugoslavia ','FK Sarajevo became one the country 's biggest ambassadors ','departing on a large world tour during the Bosnian War with the goal of gaining international support for the country 's cause .','Today ','FK Sarajevo is one of the most prominent members of the Premier League of Bosnia and Herzegovina ','where it has won three Bosnian championships ','five Bosnian Cups and one Bosnian Supercup .','It is ranked first in the Premier League of Bosnia and Herzegovina all - time table and is the country 's most prominent representative in European competitions .','FK Sarajevo is the most popular football club in the country ','together with FK Željezničar ','with whom it shares a strong rivalry that manifests itself in the Sarajevo derby .']","['0','1','3','5','6','8','9']","annotated",1,"FK Sarajevo","true","country","P17"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:6955812923008615160","4:94d2b4d1-0616-4f97-90b3-3538986833d7:778","4:94d2b4d1-0616-4f97-90b3-3538986833d7:760","COUNTRY","train_revised","['Fudbalski klub Sarajevo ( ) is a Bosnian professional football club based in Sarajevo ','the capital city of Bosnia and Herzegovina and is one of the most successful clubs in the country .','Founded on 24 October 1946 ','FK Sarajevo was the most successful club from SR Bosnia in former SFR Yugoslavia ','winning two Yugoslav First League titles ','being runners - up on two other occasions and finishing 6th in that competition 's all - time table .','FK Sarajevo was the only major football club founded by the post - war Yugoslav authorities in the city of Sarajevo .','After Bosnia and Herzegovina gained independence from Yugoslavia ','FK Sarajevo became one the country 's biggest ambassadors ','departing on a large world tour during the Bosnian War with the goal of gaining international support for the country 's cause .','Today ','FK Sarajevo is one of the most prominent members of the Premier League of Bosnia and Herzegovina ','where it has won three Bosnian championships ','five Bosnian Cups and one Bosnian Supercup .','It is ranked first in the Premier League of Bosnia and Herzegovina all - time table and is the country 's most prominent representative in European competitions .','FK Sarajevo is the most popular football club in the country ','together with FK Željezničar ','with whom it shares a strong rivalry that manifests itself in the Sarajevo derby .']","['0','1','3','5','6','8','9']","annotated",1,"FK Sarajevo","true","country","P17"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1157429502280729354","4:94d2b4d1-0616-4f97-90b3-3538986833d7:778","4:94d2b4d1-0616-4f97-90b3-3538986833d7:758","LOCATED_IN_THE_ADMINISTRATIVE_TERRITORIAL_ENTITY","train_revised","['Fudbalski klub Sarajevo ( ) is a Bosnian professional football club based in Sarajevo ','the capital city of Bosnia and Herzegovina and is one of the most successful clubs in the country .','Founded on 24 October 1946 ','FK Sarajevo was the most successful club from SR Bosnia in former SFR Yugoslavia ','winning two Yugoslav First League titles ','being runners - up on two other occasions and finishing 6th in that competition 's all - time table .','FK Sarajevo was the only major football club founded by the post - war Yugoslav authorities in the city of Sarajevo .','After Bosnia and Herzegovina gained independence from Yugoslavia ','FK Sarajevo became one the country 's biggest ambassadors ','departing on a large world tour during the Bosnian War with the goal of gaining international support for the country 's cause .','Today ','FK Sarajevo is one of the most prominent members of the Premier League of Bosnia and Herzegovina ','where it has won three Bosnian championships ','five Bosnian Cups and one Bosnian Supercup .','It is ranked first in the Premier League of Bosnia and Herzegovina all - time table and is the country 's most prominent representative in European competitions .','FK Sarajevo is the most popular football club in the country ','together with FK Željezničar ','with whom it shares a strong rivalry that manifests itself in the Sarajevo derby .']","['0','1','3','5','6','8','9']","annotated",1,"FK Sarajevo","true","located in the administrative territorial entity","P131"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1152925902653358858","4:94d2b4d1-0616-4f97-90b3-3538986833d7:778","4:94d2b4d1-0616-4f97-90b3-3538986833d7:759","LOCATED_IN_THE_ADMINISTRATIVE_TERRITORIAL_ENTITY","train_revised","['FK Sarajevo is the most popular football club in the country ','together with FK Željezničar ','with whom it shares a strong rivalry that manifests itself in the Sarajevo derby .']","['9']","inferred_cooccurrence",1,"FK Sarajevo","true","located in the administrative territorial entity","P131"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1155177702467044106","4:94d2b4d1-0616-4f97-90b3-3538986833d7:778","4:94d2b4d1-0616-4f97-90b3-3538986833d7:760","LOCATED_IN_THE_ADMINISTRATIVE_TERRITORIAL_ENTITY","train_revised","['Fudbalski klub Sarajevo ( ) is a Bosnian professional football club based in Sarajevo ','the capital city of Bosnia and Herzegovina and is one of the most successful clubs in the country .','Founded on 24 October 1946 ','FK Sarajevo was the most successful club from SR Bosnia in former SFR Yugoslavia ','winning two Yugoslav First League titles ','being runners - up on two other occasions and finishing 6th in that competition 's all - time table .','FK Sarajevo was the only major football club founded by the post - war Yugoslav authorities in the city of Sarajevo .','After Bosnia and Herzegovina gained independence from Yugoslavia ','FK Sarajevo became one the country 's biggest ambassadors ','departing on a large world tour during the Bosnian War with the goal of gaining international support for the country 's cause .','Today ','FK Sarajevo is one of the most prominent members of the Premier League of Bosnia and Herzegovina ','where it has won three Bosnian championships ','five Bosnian Cups and one Bosnian Supercup .','It is ranked first in the Premier League of Bosnia and Herzegovina all - time table and is the country 's most prominent representative in European competitions .','FK Sarajevo is the most popular football club in the country ','together with FK Željezničar ','with whom it shares a strong rivalry that manifests itself in the Sarajevo derby .']","['0','1','3','5','6','8','9']","annotated",1,"FK Sarajevo","true","located in the administrative territorial entity","P131"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1159681302094414602","4:94d2b4d1-0616-4f97-90b3-3538986833d7:778","4:94d2b4d1-0616-4f97-90b3-3538986833d7:762","LOCATED_IN_THE_ADMINISTRATIVE_TERRITORIAL_ENTITY","train_revised","[]","[]","unresolved_multihop",1,"FK Sarajevo","true","located in the administrative territorial entity","P131"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1161933101908099850","4:94d2b4d1-0616-4f97-90b3-3538986833d7:778","4:94d2b4d1-0616-4f97-90b3-3538986833d7:763","LOCATED_IN_THE_ADMINISTRATIVE_TERRITORIAL_ENTITY","train_revised","[]","[]","unresolved_multihop",1,"FK Sarajevo","true","located in the administrative territorial entity","P131"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1157436099350496010","4:94d2b4d1-0616-4f97-90b3-3538986833d7:778","4:94d2b4d1-0616-4f97-90b3-3538986833d7:1796","INCEPTION","train_revised","['Since it had been founded in 1921 ','FK Željezničar had 56 different coaches or managers .']","['0']","annotated",1,"List of FK Željezničar Sarajevo managers","true","inception","P571"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1152984176769630986","4:94d2b4d1-0616-4f97-90b3-3538986833d7:778","4:94d2b4d1-0616-4f97-90b3-3538986833d7:771","LEAGUE","train_revised","[]","[]","unresolved_multihop",1,"FK Sarajevo","true","league","P118"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:6969323721890726648","4:94d2b4d1-0616-4f97-90b3-3538986833d7:779","4:94d2b4d1-0616-4f97-90b3-3538986833d7:760","COUNTRY","train_revised","['Fudbalski klub Sarajevo ( ) is a Bosnian professional football club based in Sarajevo ','the capital city of Bosnia and Herzegovina and is one of the most successful clubs in the country .','Founded on 24 October 1946 ','FK Sarajevo was the most successful club from SR Bosnia in former SFR Yugoslavia ','winning two Yugoslav First League titles ','being runners - up on two other occasions and finishing 6th in that competition 's all - time table .','FK Sarajevo was the only major football club founded by the post - war Yugoslav authorities in the city of Sarajevo .','After Bosnia and Herzegovina gained independence from Yugoslavia ','FK Sarajevo became one the country 's biggest ambassadors ','departing on a large world tour during the Bosnian War with the goal of gaining international support for the country 's cause .','Today ','FK Sarajevo is one of the most prominent members of the Premier League of Bosnia and Herzegovina ','where it has won three Bosnian championships ','five Bosnian Cups and one Bosnian Supercup .','It is ranked first in the Premier League of Bosnia and Herzegovina all - time table and is the country 's most prominent representative in European competitions .','FK Sarajevo is the most popular football club in the country ','together with FK Željezničar ','with whom it shares a strong rivalry that manifests itself in the Sarajevo derby .','The club plays its home matches at the Asim Ferhatović Hase Stadium ','named after legendary club striker Asim Ferhatović .']","['0','1','3','5','6','8','9','10']","annotated",1,"FK Sarajevo","true","country","P17"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1161933101908099851","4:94d2b4d1-0616-4f97-90b3-3538986833d7:779","4:94d2b4d1-0616-4f97-90b3-3538986833d7:758","LOCATED_IN_THE_ADMINISTRATIVE_TERRITORIAL_ENTITY","train_revised","[]","[]","unresolved_multihop",1,"FK Sarajevo","true","located in the administrative territorial entity","P131"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1157429502280729355","4:94d2b4d1-0616-4f97-90b3-3538986833d7:779","4:94d2b4d1-0616-4f97-90b3-3538986833d7:759","LOCATED_IN_THE_ADMINISTRATIVE_TERRITORIAL_ENTITY","train_revised","['Fudbalski klub Sarajevo ( ) is a Bosnian professional football club based in Sarajevo ','the capital city of Bosnia and Herzegovina and is one of the most successful clubs in the country .','FK Sarajevo is the most popular football club in the country ','together with FK Željezničar ','with whom it shares a strong rivalry that manifests itself in the Sarajevo derby .','The club plays its home matches at the Asim Ferhatović Hase Stadium ','named after legendary club striker Asim Ferhatović .','FK Sarajevo was the only major football club founded by the post - war Yugoslav authorities in the city of Sarajevo .']","['0','9','10','3']","annotated",1,"FK Sarajevo","true","located in the administrative territorial entity","P131"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1159681302094414603","4:94d2b4d1-0616-4f97-90b3-3538986833d7:779","4:94d2b4d1-0616-4f97-90b3-3538986833d7:760","LOCATED_IN_THE_ADMINISTRATIVE_TERRITORIAL_ENTITY","train_revised","['Fudbalski klub Sarajevo ( ) is a Bosnian professional football club based in Sarajevo ','the capital city of Bosnia and Herzegovina and is one of the most successful clubs in the country .','Founded on 24 October 1946 ','FK Sarajevo was the most successful club from SR Bosnia in former SFR Yugoslavia ','winning two Yugoslav First League titles ','being runners - up on two other occasions and finishing 6th in that competition 's all - time table .','FK Sarajevo was the only major football club founded by the post - war Yugoslav authorities in the city of Sarajevo .','After Bosnia and Herzegovina gained independence from Yugoslavia ','FK Sarajevo became one the country 's biggest ambassadors ','departing on a large world tour during the Bosnian War with the goal of gaining international support for the country 's cause .','Today ','FK Sarajevo is one of the most prominent members of the Premier League of Bosnia and Herzegovina ','where it has won three Bosnian championships ','five Bosnian Cups and one Bosnian Supercup .','It is ranked first in the Premier League of Bosnia and Herzegovina all - time table and is the country 's most prominent representative in European competitions .','FK Sarajevo is the most popular football club in the country ','together with FK Željezničar ','with whom it shares a strong rivalry that manifests itself in the Sarajevo derby .','The club plays its home matches at the Asim Ferhatović Hase Stadium ','named after legendary club striker Asim Ferhatović .']","['0','1','3','5','6','8','9','10']","annotated",1,"FK Sarajevo","true","located in the administrative territorial entity","P131"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1164184901721785099","4:94d2b4d1-0616-4f97-90b3-3538986833d7:779","4:94d2b4d1-0616-4f97-90b3-3538986833d7:762","LOCATED_IN_THE_ADMINISTRATIVE_TERRITORIAL_ENTITY","train_revised","[]","[]","unresolved_multihop",1,"FK Sarajevo","true","located in the administrative territorial entity","P131"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1166436701535470347","4:94d2b4d1-0616-4f97-90b3-3538986833d7:779","4:94d2b4d1-0616-4f97-90b3-3538986833d7:763","LOCATED_IN_THE_ADMINISTRATIVE_TERRITORIAL_ENTITY","train_revised","[]","[]","unresolved_multihop",1,"FK Sarajevo","true","located in the administrative territorial entity","P131"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1153014963095208715","4:94d2b4d1-0616-4f97-90b3-3538986833d7:779","4:94d2b4d1-0616-4f97-90b3-3538986833d7:757","OPERATOR","train_revised","[]","[]","unresolved_multihop",1,"FK Sarajevo","true","operator","P137"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1159683501117670156","4:94d2b4d1-0616-4f97-90b3-3538986833d7:780","4:94d2b4d1-0616-4f97-90b3-3538986833d7:758","COUNTRY_OF_CITIZENSHIP","train_revised","[]","[]","unresolved_multihop",1,"FK Sarajevo","true","country of citizenship","P27"
