"~id","~labels","aliases","name","id","type"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:26460","LOC;ZEntity","['Tamaulipas']","Tamaulipas","Tamaulipas::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:26507","LOC;ZEntity","['Brussels - South']","Brussels - South","Brussels - South::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:26533","ORG;ZEntity","['Imperial Russian Navy']","Imperial Russian Navy","Imperial Russian Navy::ORG","ORG"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:26537","ORG;ZEntity","['German High Seas Fleet']","German High Seas Fleet","German High Seas Fleet::ORG","ORG"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:26538","MISC;ZEntity","['Battle of the Gulf of Riga']","Battle of the Gulf of Riga","Battle of the Gulf of Riga::MISC","MISC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:26540","MISC;ZEntity","['Battle of Moon Sound']","Battle of Moon Sound","Battle of Moon Sound::MISC","MISC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:26657","PER;ZEntity","['Philip V']","Philip V","Philip V::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:26684","PER;ZEntity","['Elizabeth II ','']","Elizabeth II ,","Elizabeth II ,::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:26799","ORG;ZEntity","['Reichsrat']","Reichsrat","Reichsrat::ORG","ORG"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:26871","LOC;ZEntity","['Busan']","Busan","Busan::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:27030","LOC;ZEntity","['Province of Macerata']","Province of Macerata","Province of Macerata::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:27031","LOC;ZEntity","['Marche']","Marche","Marche::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:27040","PER;ZEntity","['J. Keith Killby']","J. Keith Killby","J. Keith Killby::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:27058","LOC;ZEntity","['Utica']","Utica","Utica::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:27094","ORG;ZEntity","['Parliament of Australia']","Parliament of Australia","Parliament of Australia::ORG","ORG"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:27106","PER;ZEntity","['George Reid']","George Reid","George Reid::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:27107","PER;ZEntity","['Barton','Edmund Barton']","Edmund Barton","Edmund Barton::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:27126","LOC;ZEntity","['Ithaca']","Ithaca","Ithaca::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:27134","LOC;ZEntity","['City of Manningham']","City of Manningham","City of Manningham::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:27148","PER;ZEntity","['Kamenev','Sergey Sergeyevich Kamenev']","Kamenev","Kamenev::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:27156","ORG;ZEntity","['Revolutionary Military Council']","Revolutionary Military Council","Revolutionary Military Council::ORG","ORG"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:27225","MISC;ZEntity","['P-51D Mustangs']","P-51D Mustangs","P-51D Mustangs::MISC","MISC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:27306","LOC;ZEntity","['Washington DC']","Washington DC","Washington DC::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:27314","PER;ZEntity","['Mogens Ludolf Fog']","Mogens Ludolf Fog","Mogens Ludolf Fog::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:27320","MISC;ZEntity","['Danish resistance movement']","Danish resistance movement","Danish resistance movement::MISC","MISC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:27368","ORG;ZEntity","['Central American']","Central American","Central American::ORG","ORG"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:27375","LOC;ZEntity","['Central American']","Central American","Central American::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:27379","MISC;ZEntity","['Central American Free Trade Agreement']","Central American Free Trade Agreement","Central American Free Trade Agreement::MISC","MISC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:27388","MISC;ZEntity","['British Raj']","British Raj","British Raj::MISC","MISC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:27390","PER;ZEntity","['John Cunningham Knowles','Knowles']","Knowles","Knowles::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:27463","LOC;ZEntity","['Bogotá']","Bogotá","Bogotá::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:27565","PER;ZEntity","['Salkow','Sidney Salkow']","Salkow","Salkow::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:27603","PER;ZEntity","['Ronald Reagan']","Ronald Reagan","Ronald Reagan::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:27662","MISC;ZEntity","['Eurovision Song Contest 1970']","Eurovision Song Contest 1970","Eurovision Song Contest 1970::MISC","MISC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:27779","PER;ZEntity","['Conner','Garlin Murl Conner']","Garlin Murl Conner","Garlin Murl Conner::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:27955","PER;ZEntity","['Chrzanowski','Wiesław Marian Chrzanowski']","Wiesław Marian Chrzanowski","Wiesław Marian Chrzanowski::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:27992","LOC;ZEntity","['Chandigarh']","Chandigarh","Chandigarh::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:28000","ORG;ZEntity","['Belgian Chamber of Representatives','Chamber of Representatives']","Belgian Chamber of Representatives","Belgian Chamber of Representatives::ORG","ORG"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:28001","MISC;ZEntity","['Treaty of London']","Treaty of London","Treaty of London::MISC","MISC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:28037","PER;ZEntity","['Heloísa Maria Buarque de Hollanda','Miúcha']","Heloísa Maria Buarque de Hollanda","Heloísa Maria Buarque de Hollanda::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:28039","PER;ZEntity","['Maria Amélia Cesário Alvim']","Maria Amélia Cesário Alvim","Maria Amélia Cesário Alvim::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:28040","PER;ZEntity","['Chico Buarque']","Chico Buarque","Chico Buarque::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:28041","PER;ZEntity","['Ana de Hollanda']","Ana de Hollanda","Ana de Hollanda::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:28043","PER;ZEntity","['Cristina']","Cristina","Cristina::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:28058","ORG;ZEntity","['Comecon','Council for Mutual Economic Assistance']","Comecon","Comecon::ORG","ORG"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:28081","PER;ZEntity","['Shri Pranab Mukharjee']","Shri Pranab Mukharjee","Shri Pranab Mukharjee::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:28082","PER;ZEntity","['Pratibha Devi Patil']","Pratibha Devi Patil","Pratibha Devi Patil::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:28084","PER;ZEntity","['Sri HD Devegowda']","Sri HD Devegowda","Sri HD Devegowda::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:28085","PER;ZEntity","['Manmohan Singh']","Manmohan Singh","Manmohan Singh::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:28153","LOC;ZEntity","['Midwestern']","Midwestern","Midwestern::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:28405","LOC;ZEntity","['New Brunswick','Province of New Brunswick']","Province of New Brunswick","Province of New Brunswick::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:28467","LOC;ZEntity","['Newfoundland and Labrador']","Newfoundland and Labrador","Newfoundland and Labrador::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:28488","MISC;ZEntity","['Gujarati']","Gujarati","Gujarati::MISC","MISC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:28535","PER;ZEntity","['Carrera','José Rafael Carrera Turcios']","Carrera","Carrera::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:28546","LOC;ZEntity","['Guatemalans']","Guatemalans","Guatemalans::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:28627","PER;ZEntity","['Miles','Reginald Miles']","Miles","Miles::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:28630","ORG;ZEntity","['New Zealand Military Forces']","New Zealand Military Forces","New Zealand Military Forces::ORG","ORG"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:28631","MISC;ZEntity","['Second World Wars']","Second World Wars","Second World Wars::MISC","MISC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:28635","MISC;ZEntity","['Spring Offensive']","Spring Offensive","Spring Offensive::MISC","MISC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:28636","MISC;ZEntity","['2nd New Zealand Division']","2nd New Zealand Division","2nd New Zealand Division::MISC","MISC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:28637","MISC;ZEntity","['Battle of Greece']","Battle of Greece","Battle of Greece::MISC","MISC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:28638","MISC;ZEntity","['Operation Crusader']","Operation Crusader","Operation Crusader::MISC","MISC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:28641","LOC;ZEntity","['New Zealander']","New Zealander","New Zealander::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:28642","PER;ZEntity","['James Hargest']","James Hargest","James Hargest::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:28687","ORG;ZEntity","['Alabama Legislature']","Alabama Legislature","Alabama Legislature::ORG","ORG"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:28743","LOC;ZEntity","['Währing']","Währing","Währing::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:28776","PER;ZEntity","['Georgi Valentinovich Plekhanov','Plekhanov']","Plekhanov","Plekhanov::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:28828","MISC;ZEntity","['Firehouse']","Firehouse","Firehouse::MISC","MISC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:28840","LOC;ZEntity","['Hillsborough']","Hillsborough","Hillsborough::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:28841","LOC;ZEntity","['Hardee']","Hardee","Hardee::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:28842","LOC;ZEntity","['Manatee']","Manatee","Manatee::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:28843","LOC;ZEntity","['Pinellas Counties']","Pinellas Counties","Pinellas Counties::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:28904","ORG;ZEntity","['Commonwealth of Nations','Commonwealth realms']","Commonwealth realms","Commonwealth realms::ORG","ORG"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:28928","MISC;ZEntity","['Maltese']","Maltese","Maltese::MISC","MISC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:28936","PER;ZEntity","['Brauchitsch','Walther von Brauchitsch']","Brauchitsch","Brauchitsch::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:28940","LOC;ZEntity","['Western Front']","Western Front","Western Front::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:28944","MISC;ZEntity","['Battle of France']","Battle of France","Battle of France::MISC","MISC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:28946","MISC;ZEntity","['Operation Typhoon']","Operation Typhoon","Operation Typhoon::MISC","MISC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:29016","MISC;ZEntity","['2006 FIFA World Cup']","2006 FIFA World Cup","2006 FIFA World Cup::MISC","MISC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:29077","PER;ZEntity","['Margaret Thatcher']","Margaret Thatcher","Margaret Thatcher::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:29085","LOC;ZEntity","['IL']","IL","IL::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:29127","LOC;ZEntity","['Hesse']","Hesse","Hesse::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:29204","LOC;ZEntity","['Moonee Ponds']","Moonee Ponds","Moonee Ponds::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:29225","LOC;ZEntity","['Province of Mantua','Viadana']","Viadana","Viadana::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:29353","PER;ZEntity","['Deborah Kennedy','Kennedy']","Kennedy","Kennedy::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:29361","PER;ZEntity","['John Howard']","John Howard","John Howard::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:29362","ORG;ZEntity","['Howard Government']","Howard Government","Howard Government::ORG","ORG"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:29401","MISC;ZEntity","['American War of Independence']","American War of Independence","American War of Independence::MISC","MISC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:29453","LOC;ZEntity","['Minas Gerais']","Minas Gerais","Minas Gerais::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:29495","LOC;ZEntity","['River Danube']","River Danube","River Danube::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:29497","LOC;ZEntity","['Lower Austria']","Lower Austria","Lower Austria::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:29525","PER;ZEntity","['David Lloyd George']","David Lloyd George","David Lloyd George::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:29631","LOC;ZEntity","['Navarre']","Navarre","Navarre::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:29663","LOC;ZEntity","['Webb']","Webb","Webb::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:29664","LOC;ZEntity","['Herkimer County']","Herkimer County","Herkimer County::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:29677","LOC;ZEntity","['Washington ','DC']","Washington , DC","Washington , DC::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:29681","MISC;ZEntity","['Paris Peace Conference of 1919']","Paris Peace Conference of 1919","Paris Peace Conference of 1919::MISC","MISC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:29703","LOC;ZEntity","['Lok Sabha']","Lok Sabha","Lok Sabha::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:29753","MISC;ZEntity","['Presidents']","Presidents","Presidents::MISC","MISC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:29758","MISC;ZEntity","['Polytechnic']","Polytechnic","Polytechnic::MISC","MISC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:29857","LOC;ZEntity","['Mauritian']","Mauritian","Mauritian::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:29862","LOC;ZEntity","['Brännkyrka Parish']","Brännkyrka Parish","Brännkyrka Parish::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:29873","MISC;ZEntity","['Swedish - language']","Swedish - language","Swedish - language::MISC","MISC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:29904","LOC;ZEntity","['Northern Territory']","Northern Territory","Northern Territory::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:29944","LOC;ZEntity","['Pomerania']","Pomerania","Pomerania::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:30054","LOC;ZEntity","['Cagayan Valley region','Cagayán']","Cagayán","Cagayán::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:30055","LOC;ZEntity","['Luzon Island']","Luzon Island","Luzon Island::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:30058","LOC;ZEntity","['Kalinga']","Kalinga","Kalinga::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:30059","LOC;ZEntity","['Tuguegarao']","Tuguegarao","Tuguegarao::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:30062","LOC;ZEntity","['Cagayan Valley']","Cagayan Valley","Cagayan Valley::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:30063","LOC;ZEntity","['Quirino']","Quirino","Quirino::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:30105","LOC;ZEntity","['Washington Territory']","Washington Territory","Washington Territory::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:30106","LOC;ZEntity","['Benton']","Benton","Benton::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:30107","LOC;ZEntity","['Chelan']","Chelan","Chelan::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:30108","LOC;ZEntity","['Ferry']","Ferry","Ferry::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:30109","LOC;ZEntity","['Pend Oreille']","Pend Oreille","Pend Oreille::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:30112","LOC;ZEntity","['Quillehuyte']","Quillehuyte","Quillehuyte::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:30140","PER;ZEntity","['Bailey','Pearce Bailey']","Pearce Bailey","Pearce Bailey::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:30150","LOC;ZEntity","['East Hampshire']","East Hampshire","East Hampshire::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:30175","LOC;ZEntity","['State of New Jersey']","State of New Jersey","State of New Jersey::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:30318","ORG;ZEntity","['Parliaments']","Parliaments","Parliaments::ORG","ORG"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:30319","ORG;ZEntity","['Parliaments of the Province of Canada']","Parliaments of the Province of Canada","Parliaments of the Province of Canada::ORG","ORG"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:30320","LOC;ZEntity","['Dominion of Canada']","Dominion of Canada","Dominion of Canada::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:30327","LOC;ZEntity","['Deer Lodge County']","Deer Lodge County","Deer Lodge County::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:30329","ORG;ZEntity","['Congresses']","Congresses","Congresses::ORG","ORG"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:30332","ORG;ZEntity","['Eightieth Congress']","Eightieth Congress","Eightieth Congress::ORG","ORG"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:30353","MISC;ZEntity","['Māori language']","Māori language","Māori language::MISC","MISC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:30419","ORG;ZEntity","['Washington Legislature']","Washington Legislature","Washington Legislature::ORG","ORG"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:30420","PER;ZEntity","['Elisha Peyre Ferry']","Elisha Peyre Ferry","Elisha Peyre Ferry::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:30421","PER;ZEntity","['William H. Wallace']","William H. Wallace","William H. Wallace::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:30422","PER;ZEntity","['George E. Cole']","George E. Cole","George E. Cole::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:30425","PER;ZEntity","['Arthur B. Langlie']","Arthur B. Langlie","Arthur B. Langlie::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:30426","PER;ZEntity","['Langlie']","Langlie","Langlie::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:30427","PER;ZEntity","['Daniel J. Evans']","Daniel J. Evans","Daniel J. Evans::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:30429","PER;ZEntity","['John Rankin Rogers']","John Rankin Rogers","John Rankin Rogers::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:30430","PER;ZEntity","['Jay Inslee']","Jay Inslee","Jay Inslee::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:30433","PER;ZEntity","['John Spellman']","John Spellman","John Spellman::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:30547","PER;ZEntity","['Jennifer Lopez','Lopez']","Lopez","Lopez::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:30548","MISC;ZEntity","['J.Lo']","J.Lo","J.Lo::MISC","MISC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:30550","ORG;ZEntity","['Murder Inc Records']","Murder Inc Records","Murder Inc Records::ORG","ORG"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:30551","TIME;ZEntity","['July 2001']","July 2001","July 2001::TIME","TIME"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:30555","TIME;ZEntity","['September 8','2001']","September 8, 2001","September 8, 2001::TIME","TIME"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:30619","PER;ZEntity","['Calles','Plutarco Elías Calles','el Jefe Máximo']","Calles","Calles::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:30621","PER;ZEntity","['Alvaro Obregón']","Alvaro Obregón","Alvaro Obregón::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:30629","PER;ZEntity","['Abelardo L. Rodríguez']","Abelardo L. Rodríguez","Abelardo L. Rodríguez::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:30702","LOC;ZEntity","['Yamanashi Prefecture']","Yamanashi Prefecture","Yamanashi Prefecture::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:30859","LOC;ZEntity","['East Prussia']","East Prussia","East Prussia::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:30895","LOC;ZEntity","['FRY']","FRY","FRY::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:30998","PER;ZEntity","['Souter']","Souter","Souter::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:30999","PER;ZEntity","['Ginsburg']","Ginsburg","Ginsburg::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:31042","MISC;ZEntity","['Seven Years ' War']","Seven Years ' War","Seven Years ' War::MISC","MISC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:31109","LOC;ZEntity","['Shawinigan']","Shawinigan","Shawinigan::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:31125","LOC;ZEntity","['Baja']","Baja","Baja::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:31127","LOC;ZEntity","['Baja California Sur']","Baja California Sur","Baja California Sur::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:31195","PER;ZEntity","['Elżbieta Zawacka','Zo']","Elżbieta Zawacka","Elżbieta Zawacka::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:31198","ORG;ZEntity","['Polish Army']","Polish Army","Polish Army::ORG","ORG"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:31201","ORG;ZEntity","['Cichociemni']","Cichociemni","Cichociemni::ORG","ORG"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:31217","PER;ZEntity","['Malcolm Fraser']","Malcolm Fraser","Malcolm Fraser::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:31312","MISC;ZEntity","['BBC Four']","BBC Four","BBC Four::MISC","MISC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:31324","PER;ZEntity","['Charles Putnam Symonds','Symonds']","Charles Putnam Symonds","Charles Putnam Symonds::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:31356","LOC;ZEntity","['North Carolina Highway 151']","North Carolina Highway 151","North Carolina Highway 151::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:31402","LOC;ZEntity","['Liguria']","Liguria","Liguria::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:31535","LOC;ZEntity","['eastern Pacific']","eastern Pacific","eastern Pacific::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:31564","PER;ZEntity","['Lenin','Vladimir Lenin']","Vladimir Lenin","Vladimir Lenin::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:31577","MISC;ZEntity","['Black Hawk War']","Black Hawk War","Black Hawk War::MISC","MISC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:31589","PER;ZEntity","['Theresa May.']","Theresa May.","Theresa May.::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:31626","LOC;ZEntity","['Harz Mountains']","Harz Mountains","Harz Mountains::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:31652","ORG;ZEntity","['Wikimedia Foundation']","Wikimedia Foundation","Wikimedia Foundation::ORG","ORG"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:31697","ORG;ZEntity","['African Union Commission']","African Union Commission","African Union Commission::ORG","ORG"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:31700","ORG;ZEntity","['Organisation of African Unity']","Organisation of African Unity","Organisation of African Unity::ORG","ORG"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:31784","LOC;ZEntity","['Poles']","Poles","Poles::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:31790","LOC;ZEntity","['Republic of Haiti']","Republic of Haiti","Republic of Haiti::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:31792","LOC;ZEntity","['State of Haiti']","State of Haiti","State of Haiti::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:32024","PER;ZEntity","['Ernesto Zedillo']","Ernesto Zedillo","Ernesto Zedillo::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:32190","MISC;ZEntity","['IE Mobile','Internet Explorer Mobile','Pocket Internet Explorer']","Internet Explorer Mobile","Internet Explorer Mobile::MISC","MISC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:32191","MISC;ZEntity","['Trident']","Trident","Trident::MISC","MISC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:32192","MISC;ZEntity","['Windows Phone']","Windows Phone","Windows Phone::MISC","MISC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:32195","MISC;ZEntity","['Windows Mobile']","Windows Mobile","Windows Mobile::MISC","MISC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:32198","MISC;ZEntity","['Microsoft Edge']","Microsoft Edge","Microsoft Edge::MISC","MISC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:32201","PER;ZEntity","['Josip Broz Tito']","Josip Broz Tito","Josip Broz Tito::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:32241","ORG;ZEntity","['MEP','Member of the European Parliament']","MEP","MEP::ORG","ORG"
