id,name,type,aliases
Someone like Me::MISC,Someone like Me,MISC,"[""Someone like Me""]"
29 March 2004::TIME,29 March 2004,TIME,"[""29 March 2004""]"
Liz McClarnon::PER,Liz McClarnon,PER,"[""Liz McClarnon""]"
Be with You::MISC,Be with You,MISC,"[""Be with You""]"
The Last Goodbye::MISC,The Last Goodbye,MISC,"[""The Last Goodbye""]"
Feels So Good::MISC,Feels So Good,MISC,"[""Feels So Good""]"
Double Platinum::MISC,Double Platinum,MISC,"[""Double Platinum""]"
UK Album Chart::MISC,UK Album Chart,MISC,"[""UK Album Chart""]"
SpaceX South Texas Launch Site::LOC,SpaceX South Texas Launch Site,LOC,"[""SpaceX South Texas Launch Site""]"
Boca Chica Village::LOC,Boca Chica Village,LOC,"[""Boca Chica Village""]"
Brownsville::LOC,Brownsville,LOC,"[""Brownsville""]"
SpaceX::ORG,SpaceX,ORG,"[""Space Exploration Technologies Corporation"", ""SpaceX""]"
Falcon 9::MISC,Falcon 9,MISC,"[""Falcon 9""]"
Falcon Heavy::MISC,Falcon Heavy,MISC,"[""Falcon Heavy""]"
BFR::MISC,BFR,MISC,"[""BFR""]"
Elon Musk::PER,Elon Musk,PER,"[""Elon Musk""]"
South Texas::LOC,South Texas,LOC,"[""South Texas""]"
Mars::LOC,Mars,LOC,"[""Mars""]"
mid-2014::TIME,mid-2014,TIME,"[""mid-2014""]"
Boca Chica Beach::LOC,Boca Chica Beach,LOC,"[""Boca Chica Beach""]"
The Ripper::MISC,The Ripper,MISC,"[""The Ripper""]"
March 1976::TIME,March 1976,TIME,"[""1976"", ""March 1976""]"
Sad Wings of Destiny::MISC,Sad Wings of Destiny,MISC,"[""Sad Wings of Destiny""]"
Epitaph::MISC,Epitaph,MISC,"[""Epitaph""]"
Jack the Ripper::MISC,Jack the Ripper,MISC,"[""Jack the Ripper""]"
Glenn Tipton::PER,Glenn Tipton,PER,"[""Glenn Tipton"", ""Tipton""]"
Rodger Bain::PER,Rodger Bain,PER,"[""Rodger Bain""]"
Rocka Rolla::MISC,Rocka Rolla,MISC,"[""Rocka Rolla""]"
Lone Horn::PER,Lone Horn,PER,"[""Hewáŋžiča"", ""Lone Horn"", ""One Horn""]"
Lakota::MISC,Lakota,MISC,"[""Lakota""]"
Ha - wón - je - tah::PER,Ha - wón - je - tah,PER,"[""Ha - wón - je - tah""]"
–1877::TIME,–1877,TIME,"[""–1877""]"
Wakpokinyan::ORG,Wakpokinyan,ORG,"[""Wakpokinyan""]"
Flies Along the Stream::ORG,Flies Along the Stream,ORG,"[""Flies Along the Stream""]"
Minneconjou Lakota::ORG,Minneconjou Lakota,ORG,"[""Minneconjou Lakota""]"
Spotted Elk::PER,Spotted Elk,PER,"[""Spotted Elk""]"
Big Foot::PER,Big Foot,PER,"[""Big Foot""]"
Touch the Clouds::PER,Touch the Clouds,PER,"[""Touch the Clouds""]"
Crazy Horse::PER,Crazy Horse,PER,"[""Crazy Horse""]"
Treaty of Fort Laramie::MISC,Treaty of Fort Laramie,MISC,"[""Treaty of Fort Laramie""]"
Heh - won - ge - chat::MISC,Heh - won - ge - chat,MISC,"[""Heh - won - ge - chat""]"
Old Chief Smoke::PER,Old Chief Smoke,PER,"[""Old Chief Smoke""]"
Bear Butte::LOC,Bear Butte,LOC,"[""Bear Butte""]"
Minneconjou::ORG,Minneconjou,ORG,"[""Minneconjou""]"
Wounded Knee Massacre::MISC,Wounded Knee Massacre,MISC,"[""Wounded Knee Massacre""]"
River City Ransom::MISC,River City Ransom,MISC,"[""River City Ransom"", ""Street Gangs""]"
PAL::LOC,PAL,LOC,"[""PAL"", ""PAL Regions""]"
Technos::ORG,Technos,ORG,"[""Technos"", ""Technōs Japan""]"
"April 25, 1989::TIME","April 25, 1989",TIME,"[""April 25, 1989""]"
Kunio - kun::MISC,Kunio - kun,MISC,"[""Kunio - kun""]"
Renegade::MISC,Renegade,MISC,"[""Renegade""]"
Super Dodge Ball::MISC,Super Dodge Ball,MISC,"[""Super Dodge Ball""]"
American Technos::ORG,American Technos,ORG,"[""American Technos""]"
Sharp X68000::MISC,Sharp X68000,MISC,"[""Sharp X68000""]"
PC - Engine Super CD - ROM²::MISC,PC - Engine Super CD - ROM²,MISC,"[""PC - Engine Super CD - ROM²""]"
Nintendo Wii Virtual Console::MISC,Nintendo Wii Virtual Console,MISC,"[""Nintendo Wii Virtual Console""]"
Nintendo Wii U Virtual Console::MISC,Nintendo Wii U Virtual Console,MISC,"[""Nintendo Wii U Virtual Console""]"
Nintendo 3DS Virtual Console::MISC,Nintendo 3DS Virtual Console,MISC,"[""Nintendo 3DS Virtual Console""]"
"July 25, 2013::TIME","July 25, 2013",TIME,"[""July 25, 2013"", ""November 14, 2013""]"
Nintendo Switch Online Service::MISC,Nintendo Switch Online Service,MISC,"[""Nintendo Switch Online Service""]"
"September 18, 2018::TIME","September 18, 2018",TIME,"[""September 18, 2018""]"
Chaffetz::PER,Chaffetz,PER,"[""Chaffetz"", ""Jason E. Chaffetz""]"
"March 26, 1967::TIME","March 26, 1967",TIME,"[""March 26, 1967""]"
the United States House Committee on Oversight and Government Reform::ORG,the United States House Committee on Oversight and Government Reform,ORG,"[""the United States House Committee on Oversight and Government Reform""]"
Affordable Care Act::MISC,Affordable Care Act,MISC,"[""Affordable Care Act""]"
same - sex marriage::MISC,same - sex marriage,MISC,"[""same - sex marriage""]"
2012 Benghazi attack::MISC,2012 Benghazi attack,MISC,"[""2012 Benghazi attack""]"
Planned Parenthood::MISC,Planned Parenthood,MISC,"[""Planned Parenthood""]"
"April 19, 2017::TIME","April 19, 2017",TIME,"[""April 19, 2017""]"
Adamini::PER,Adamini,PER,"[""Adamini"", ""Antonio Adamini""]"
"December 25, 1792::TIME","December 25, 1792",TIME,"[""December 25, 1792""]"
Bigogno::LOC,Bigogno,LOC,"[""Bigogno""]"
"June 16 , 1846::TIME","June 16 , 1846",TIME,"[""June 16 , 1846""]"
the late spring of 1816::TIME,the late spring of 1816,TIME,"[""the late spring of 1816""]"
Domenico Adamini::PER,Domenico Adamini,PER,"[""Domenico Adamini""]"
Russian Tsar::ORG,Russian Tsar,ORG,"[""Russian Tsar""]"
State Bank::ORG,State Bank,ORG,"[""State Bank""]"
25-meter::NUM,25-meter,NUM,"[""25-meter""]"
Tsar Alexander::PER,Tsar Alexander,PER,"[""Tsar Alexander""]"
Alexander Column::MISC,Alexander Column,MISC,"[""Alexander Column""]"
Battle of Borodino::MISC,Battle of Borodino,MISC,"[""Battle of Borodino""]"
Smolensk::LOC,Smolensk,LOC,"[""Smolensk""]"
MAMIL::MISC,MAMIL,MISC,"[""MAMIL"", ""Mamil""]"
Mintel::ORG,Mintel,ORG,"[""Mintel""]"
Bradley Wiggins::PER,Bradley Wiggins,PER,"[""Bradley Wiggins""]"
2012 Tour de France::MISC,2012 Tour de France,MISC,"[""2012 Tour de France""]"
Tour Down Under::MISC,Tour Down Under,MISC,"[""Tour Down Under""]"
2011 Tour de France::MISC,2011 Tour de France,MISC,"[""2011 Tour de France""]"
Cadel Evans::PER,Cadel Evans,PER,"[""Cadel Evans""]"
mamil::MISC,mamil,MISC,"[""mamil""]"
Greg Cooper::PER,Greg Cooper,PER,"[""Greg Cooper""]"
Mark Hadlow::PER,Mark Hadlow,PER,"[""Mark Hadlow""]"
Nickolas Bird::PER,Nickolas Bird,PER,"[""Nickolas Bird""]"
Bird::PER,Bird,PER,"[""Bird""]"
Eleanor Sharpe::PER,Eleanor Sharpe,PER,"[""Eleanor Sharpe""]"
Mark Bird::PER,Mark Bird,PER,"[""Mark Bird""]"
Fursy Teyssier::PER,Fursy Teyssier,PER,"[""Fursy Teyssier""]"
22 September 1985::TIME,22 September 1985,TIME,"[""22 September 1985""]"
Les Discrets::ORG,Les Discrets,ORG,"[""Les Discrets""]"
Empyrium::ORG,Empyrium,ORG,"[""Empyrium""]"
Amesoeurs::ORG,Amesoeurs,ORG,"[""Amesoeurs""]"
Alcest::ORG,Alcest,ORG,"[""Alcest""]"
Abysses::MISC,Abysses,MISC,"[""Abysses""]"
Écailles de Lune::MISC,Écailles de Lune,MISC,"[""Écailles de Lune""]"
The Vision Bleak::ORG,The Vision Bleak,ORG,"[""The Vision Bleak""]"
The Wood Hag::MISC,The Wood Hag,MISC,"[""The Wood Hag""]"
Agalloch::ORG,Agalloch,ORG,"[""Agalloch""]"
Morbid Angel::ORG,Morbid Angel,ORG,"[""Morbid Angel""]"
16 April 1984::TIME,16 April 1984,TIME,"[""16 April 1984""]"
Jamaican::LOC,Jamaican,LOC,"[""Jamaica"", ""Jamaican""]"
10.80s::TIME,10.80s,TIME,"[""10.80s""]"
Veronica Campbell - Brown::PER,Veronica Campbell - Brown,PER,"[""Veronica Campbell - Brown""]"
Sherone Simpson::PER,Sherone Simpson,PER,"[""Sherone Simpson""]"
10.98s::TIME,10.98s,TIME,"[""10.98s""]"
22.00s::TIME,22.00s,TIME,"[""22.00s""]"
2009 World Athletics Championships::MISC,2009 World Athletics Championships,MISC,"[""2009 World Athletics Championships""]"
10.75 seconds::TIME,10.75 seconds,TIME,"[""10.75 seconds""]"
Shelly-Ann Fraser::PER,Shelly-Ann Fraser,PER,"[""Shelly-Ann Fraser""]"
10.73::NUM,10.73,NUM,"[""10.73""]"
42.06::NUM,42.06,NUM,"[""42.06""]"
Barbarian::MISC,Barbarian,MISC,"[""Barbarian"", ""Barbarian : The Ultimate Warrior"", ""Barbarians"", ""Death Sword"", ""Gladiators""]"
Palace Software::ORG,Palace Software,ORG,"[""Epyx"", ""Palace Software""]"
Michael Van Wijk::PER,Michael Van Wijk,PER,"[""Maria Whittaker"", ""Michael Van Wijk""]"
Wolf::PER,Wolf,PER,"[""Wolf""]"
Page Three::MISC,Page Three,MISC,"[""Page Three""]"
Deshamanya Edward Lionel Senanayake::PER,Deshamanya Edward Lionel Senanayake,PER,"[""Deshamanya Edward Lionel Senanayake"", ""E.L Senanayake"", ""Senanayake""]"
8 August 1920::TIME,8 August 1920,TIME,"[""8 August 1920""]"
29 January 2000::TIME,29 January 2000,TIME,"[""29 January 2000""]"
United National Party::ORG,United National Party,ORG,"[""United National Party""]"
Sri Lankan Parliament::ORG,Sri Lankan Parliament,ORG,"[""Parliament"", ""Sri Lankan Parliament""]"
North Central Province::LOC,North Central Province,LOC,"[""North Central Province""]"
Central Province::LOC,Central Province,LOC,"[""Central Province""]"
Mahanuwara::LOC,Mahanuwara,LOC,"[""Mahanuwara""]"
Gate Mudaliyar James Senanayake::PER,Gate Mudaliyar James Senanayake,PER,"[""Gate Mudaliyar James Senanayake""]"
University College::ORG,University College,ORG,"[""University College""]"
Economics::MISC,Economics,MISC,"[""Economics""]"
Kandy Municipal Council::ORG,Kandy Municipal Council,ORG,"[""Kandy Municipal Council""]"
Öakse::LOC,Öakse,LOC,"[""Pärglaid"", ""Öakse"", ""Öakse laid""]"
7.6 hectares::NUM,7.6 hectares,NUM,"[""7.6 hectares""]"
Soonlepa Gulf::LOC,Soonlepa Gulf,LOC,"[""Soonlepa Gulf""]"
one km::NUM,one km,NUM,"[""one km""]"
Salinõmme Peninsula::LOC,Salinõmme Peninsula,LOC,"[""Salinõmme Peninsula""]"
Hiiumma Islets Landscape Reserve::LOC,Hiiumma Islets Landscape Reserve,LOC,"[""Hiiu County"", ""Hiiumaa"", ""Hiiumaa laidude kaitseala"", ""Hiiumma Islets Landscape Reserve""]"
300 km::NUM,300 km,NUM,"[""300   km""]"
Auklaiust::LOC,Auklaiust,LOC,"[""Auklaiust""]"
8.2 meters::NUM,8.2 meters,NUM,"[""8.2 meters""]"
Remuera::LOC,Remuera,LOC,"[""Remuera""]"
four kilometres::NUM,four kilometres,NUM,"[""four kilometres""]"
Edwardian::TIME,Edwardian,TIME,"[""Edwardian""]"
mid 20th century::TIME,mid 20th century,TIME,"[""mid 20th century""]"
Ōhinerau / Mount Hobson::LOC,Ōhinerau / Mount Hobson,LOC,"[""Ōhinerau / Mount Hobson""]"
Waitematā Harbour::LOC,Waitematā Harbour,LOC,"[""Waitematā Harbour""]"
Rangitoto::LOC,Rangitoto,LOC,"[""Rangitoto""]"
"7,254::NUM","7,254",NUM,"[""7,254""]"
Hobson Bay::LOC,Hobson Bay,LOC,"[""Hobson Bay""]"
Orakei Basin::LOC,Orakei Basin,LOC,"[""Orakei Basin""]"
State Highway 1::LOC,State Highway 1,LOC,"[""State Highway 1""]"
Orākei::LOC,Orākei,LOC,"[""Orākei""]"
Meadowbank::LOC,Meadowbank,LOC,"[""Meadowbank""]"
Saint Johns::LOC,Saint Johns,LOC,"[""Saint Johns""]"
Mount Wellington::LOC,Mount Wellington,LOC,"[""Mount Wellington""]"
Ellerslie::LOC,Ellerslie,LOC,"[""Ellerslie""]"
Greenlane::LOC,Greenlane,LOC,"[""Greenlane""]"
Epsom::LOC,Epsom,LOC,"[""Epsom""]"
Parnell::LOC,Parnell,LOC,"[""Parnell""]"
New Zealanders::ORG,New Zealanders,ORG,"[""New Zealanders""]"
Edmund Hillary::PER,Edmund Hillary,PER,"[""Edmund Hillary""]"
Bruce McLaren::PER,Bruce McLaren,PER,"[""Bruce McLaren""]"
Mesonauta::MISC,Mesonauta,MISC,"[""Mesonauta""]"
Essequibo::LOC,Essequibo,LOC,"[""Essequibo""]"
Cichlasomatinae::MISC,Cichlasomatinae,MISC,"[""Cichlasomatinae""]"
M. festivus::MISC,M. festivus,MISC,"[""M. festivus""]"
M. guyanae::MISC,M. guyanae,MISC,"[""M. guyanae""]"
M. insignis::MISC,M. insignis,MISC,"[""M. insignis""]"
M. mirificus::MISC,M. mirificus,MISC,"[""M. mirificus""]"
iTools::MISC,iTools,MISC,"[""iTools""]"
iCloud::MISC,iCloud,MISC,"[""iCloud""]"
"June 30, 2012::TIME","June 30, 2012",TIME,"[""June 30, 2012""]"
"July 31, 2012::TIME","July 31, 2012",TIME,"[""July 31, 2012""]"
"January 5, 2000::TIME","January 5, 2000",TIME,"[""January 5, 2000""]"
Mac OS 9::MISC,Mac OS 9,MISC,"[""Mac OS 9""]"
"July 17, 2002::TIME","July 17, 2002",TIME,"[""July 17, 2002""]"
Mac OS X.::MISC,Mac OS X.,MISC,"[""Mac OS X"", ""Mac OS X.""]"
"July 9, 2008::TIME","July 9, 2008",TIME,"[""July 9, 2008""]"
Apple Worldwide Developers Conference::MISC,Apple Worldwide Developers Conference,MISC,"[""Apple Worldwide Developers Conference"", ""WWDC""]"
"February 24, 2011::TIME","February 24, 2011",TIME,"[""February 24, 2011""]"
"June 6, 2011::TIME","June 6, 2011",TIME,"[""June 6, 2011""]"
iPhone 4S::MISC,iPhone 4S,MISC,"[""iPhone 4S""]"
"October 4, 2011::TIME","October 4, 2011",TIME,"[""October 4, 2011""]"
"October 12, 2011::TIME","October 12, 2011",TIME,"[""October 12, 2011""]"
"July 31 , 2012::TIME","July 31 , 2012",TIME,"[""July 31 , 2012""]"
Jeddah::LOC,Jeddah,LOC,"[""Beta world city"", ""Jedda"", ""Jeddah"", ""Jiddah""]"
Tihamah::LOC,Tihamah,LOC,"[""Tihamah""]"
Hejaz::LOC,Hejaz,LOC,"[""Hejaz""]"
Makkah Province::LOC,Makkah Province,LOC,"[""Makkah Province"", ""Mecca""]"
four million::NUM,four million,NUM,"[""four million""]"
Riyadh::LOC,Riyadh,LOC,"[""Riyadh""]"
Islam::LOC,Islam,LOC,"[""Islam""]"
Innovation Cities Index::MISC,Innovation Cities Index,MISC,"[""Innovation Cities Index""]"
Globalization and World Cities Study Group and Network::ORG,Globalization and World Cities Study Group and Network,ORG,"[""GaWC"", ""Globalization and World Cities Study Group and Network""]"
Jeddah Ghair::MISC,Jeddah Ghair,MISC,"[""Jeddah Ghair""]"
Waggoner Ranch::LOC,Waggoner Ranch,LOC,"[""Waggoner Ranch""]"
Vernon::LOC,Vernon,LOC,"[""Vernon""]"
Daniel Waggoner::PER,Daniel Waggoner,PER,"[""Daniel Waggoner""]"
Dan Waggoner & Son::LOC,Dan Waggoner & Son,LOC,"[""Dan Waggoner & Son""]"
William Thomas Waggoner::PER,William Thomas Waggoner,PER,"[""William Thomas Waggoner""]"
Stan Kroenke::PER,Stan Kroenke,PER,"[""Stan Kroenke""]"
Ann Walton::PER,Ann Walton,PER,"[""Ann Walton""]"
Sam Walton::PER,Sam Walton,PER,"[""Sam Walton""]"
Summit::LOC,Summit,LOC,"[""Summit""]"
Boyd County::LOC,Boyd County,LOC,"[""Boyd County""]"
US 60::LOC,US 60,LOC,"[""US 60""]"
Ashland::LOC,Ashland,LOC,"[""Ashland""]"
Huntington - Ashland::LOC,Huntington - Ashland,LOC,"[""Huntington - Ashland""]"
WV - KY - OH::LOC,WV - KY - OH,LOC,"[""WV - KY - OH""]"
MSA::LOC,MSA,LOC,"[""MSA"", ""Metropolitan Statistical Area""]"
"288,649::NUM","288,649",NUM,"[""288,649""]"
Teay's River::LOC,Teay's River,LOC,"[""Teay's River""]"
Glacial Lake Tight::LOC,Glacial Lake Tight,LOC,"[""Glacial Lake Tight""]"
Elizabethtown::LOC,Elizabethtown,LOC,"[""Elizabethtown""]"
Big Sandy Railroad::LOC,Big Sandy Railroad,LOC,"[""Big Sandy Railroad""]"
Federal Correctional Institution::ORG,Federal Correctional Institution,ORG,"[""Federal Correctional Institution""]"
Kentucky Route 716::LOC,Kentucky Route 716,LOC,"[""Kentucky Route 716""]"
U.S. Route 60::LOC,U.S. Route 60,LOC,"[""U.S. Route 60""]"
Latins::ORG,Latins,ORG,"[""Latin"", ""Latins""]"
Italic::LOC,Italic,LOC,"[""Italic"", ""Italy""]"
Latium::LOC,Latium,LOC,"[""Latium""]"
Latin Language::MISC,Latin Language,MISC,"[""Latin"", ""Latin Language""]"
Iberia::LOC,Iberia,LOC,"[""Iberia""]"
Illyria::LOC,Illyria,LOC,"[""Illyria""]"
Lazio::LOC,Lazio,LOC,"[""Lazio""]"
Romanization::MISC,Romanization,MISC,"[""Romanization""]"
Latinization::MISC,Latinization,MISC,"[""Latinization""]"
15th–16th centuries::TIME,15th–16th centuries,TIME,"[""15th–16th centuries""]"
a millennium::TIME,a millennium,TIME,"[""a millennium""]"
Western Roman Empire::LOC,Western Roman Empire,LOC,"[""Western Roman Empire""]"
Latin Americans::LOC,Latin Americans,LOC,"[""Latin Americans""]"
Robert Mugabe::PER,Robert Mugabe,PER,"[""Robert Mugabe""]"
ZANU-PF::ORG,ZANU-PF,ORG,"[""ZANU-PF""]"
Amnesty International::ORG,Amnesty International,ORG,"[""Amnesty International""]"
Human Rights Watch::ORG,Human Rights Watch,ORG,"[""Human Rights Watch""]"
11 March 2007::TIME,11 March 2007,TIME,"[""11 March 2007""]"
Movement for Democratic Change::MISC,Movement for Democratic Change,MISC,"[""MDC"", ""Movement for Democratic Change""]"
Morgan Tsvangirai::PER,Morgan Tsvangirai,PER,"[""Morgan Tsvangirai""]"
Edward Chikombo::PER,Edward Chikombo,PER,"[""Edward Chikombo""]"
Ban Ki-moon::PER,Ban Ki-moon,PER,"[""Ban Ki-moon""]"
The Herald::MISC,The Herald,MISC,"[""The Herald""]"
"Christiaan "" Chris "" Mostert::PER","Christiaan "" Chris "" Mostert",PER,"[""Christiaan \"" Chris \"" Mostert"", ""Mostert""]"
Farewell 1 Tour::MISC,Farewell 1 Tour,MISC,"[""Farewell 1 Tour""]"
Mighty Horns::ORG,Mighty Horns,ORG,"[""Mighty Horns""]"
Don Henley::PER,Don Henley,PER,"[""Don Henley""]"
Glenn Frey::PER,Glenn Frey,PER,"[""Glenn Frey""]"
Goose Creek Symphony::ORG,Goose Creek Symphony,ORG,"[""Goose Creek Symphony""]"
Pollution::ORG,Pollution,ORG,"[""Pollution""]"
Sylvester::ORG,Sylvester,ORG,"[""Sylvester""]"
Hot Band::ORG,Hot Band,ORG,"[""Hot Band""]"
Soul Searchin '::MISC,Soul Searchin ',MISC,"[""Soul Searchin '""]"
True Love::MISC,True Love,MISC,"[""True Love""]"
Strange Weather::MISC,Strange Weather,MISC,"[""Strange Weather""]"
After Hours::MISC,After Hours,MISC,"[""After Hours""]"
Midnight Breeze::MISC,Midnight Breeze,MISC,"[""Midnight Breeze""]"
Jeff Baxter::PER,Jeff Baxter,PER,"[""Jeff Baxter""]"
Burleigh Drummond::PER,Burleigh Drummond,PER,"[""Burleigh Drummond""]"
Steve Gadd::PER,Steve Gadd,PER,"[""Steve Gadd""]"
Long Road Out of Eden::MISC,Long Road Out of Eden,MISC,"[""Long Road Out of Eden""]"
Luke Skywalker::PER,Luke Skywalker,PER,"[""Luke Skywalker""]"
George Lucas::PER,George Lucas,PER,"[""George Lucas""]"
Rebel Alliance::ORG,Rebel Alliance,ORG,"[""Rebel Alliance""]"
Galactic Empire::ORG,Galactic Empire,ORG,"[""Galactic Empire""]"
Rebellion::MISC,Rebellion,MISC,"[""Rebellion""]"
Leia Organa::PER,Leia Organa,PER,"[""Leia Organa""]"
Alderaan::LOC,Alderaan,LOC,"[""Alderaan""]"
Han Solo::PER,Han Solo,PER,"[""Han Solo""]"
Jedi Masters::ORG,Jedi Masters,ORG,"[""Jedi Master"", ""Jedi Masters""]"
"Obi - Wan "" Ben "" Kenobi::PER","Obi - Wan "" Ben "" Kenobi",PER,"[""Obi - Wan \"" Ben \"" Kenobi""]"
Yoda::PER,Yoda,PER,"[""Yoda""]"
Anakin Skywalker::PER,Anakin Skywalker,PER,"[""Anakin Skywalker""]"
Darth Vader::PER,Darth Vader,PER,"[""Darth Vader""]"
Naboo::LOC,Naboo,LOC,"[""Naboo""]"
Padmé Amidala::PER,Padmé Amidala,PER,"[""Padmé Amidala""]"
Kylo Ren::PER,Kylo Ren,PER,"[""Ben Solo"", ""Kylo Ren""]"
Star Wars Legends::MISC,Star Wars Legends,MISC,"[""Star Wars Legends""]"
Ben Skywalker::PER,Ben Skywalker,PER,"[""Ben Skywalker""]"
Jaina::PER,Jaina,PER,"[""Jaina""]"
Jacen::PER,Jacen,PER,"[""Anakin Solo"", ""Jacen""]"
100 Greatest Fictional Characters::MISC,100 Greatest Fictional Characters,MISC,"[""100 Greatest Fictional Characters""]"
Fandomania.com::ORG,Fandomania.com,ORG,"[""Fandomania.com""]"
Bayview Village::LOC,Bayview Village,LOC,"[""Bayview Village""]"
Don Valley North::LOC,Don Valley North,LOC,"[""Don Valley North""]"
Willowdale::LOC,Willowdale,LOC,"[""Willowdale""]"
"15,370::NUM","15,370",NUM,"[""15,370""]"
Finch Avenue East::LOC,Finch Avenue East,LOC,"[""Finch Avenue East""]"
Bayview Avenue::LOC,Bayview Avenue,LOC,"[""Bayview Avenue""]"
Leslie Street::LOC,Leslie Street,LOC,"[""Leslie Street""]"
Highway 401::LOC,Highway 401,LOC,"[""Highway 401""]"
North York General Hospital::LOC,North York General Hospital,LOC,"[""North York General Hospital""]"
Leslie::LOC,Leslie,LOC,"[""Leslie""]"
Bayview Village Association::ORG,Bayview Village Association,ORG,"[""Bayview Village Association""]"
Don River::LOC,Don River,LOC,"[""Don River""]"
Sheppard Avenue East::LOC,Sheppard Avenue East,LOC,"[""Sheppard Avenue East""]"
Edith Tudor-Hart::PER,Edith Tudor-Hart,PER,"[""Edith Suschitzky"", ""Edith Tudor-Hart"", ""Tudor-Hart""]"
Walter Gropius::PER,Walter Gropius,PER,"[""Walter Gropius""]"
Bauhaus::LOC,Bauhaus,LOC,"[""Bauhaus""]"
Dessau::LOC,Dessau,LOC,"[""Dessau""]"
Arnold Deutsch::PER,Arnold Deutsch,PER,"[""Arnold Deutsch""]"
Cambridge Spy::ORG,Cambridge Spy,ORG,"[""Cambridge Spy""]"
Litzi Friedmann::PER,Litzi Friedmann,PER,"[""Litzi Friedmann""]"
Kim Philby::PER,Kim Philby,PER,"[""Kim Philby""]"
Anthony Blunt::PER,Anthony Blunt,PER,"[""Anthony Blunt""]"
Bob Stewart::PER,Bob Stewart,PER,"[""Bob Stewart""]"
Soviet Embassy::ORG,Soviet Embassy,ORG,"[""Soviet Embassy""]"
February 1940.The::TIME,February 1940.The,TIME,"[""February 1940.The""]"
Guardian::MISC,Guardian,MISC,"[""Guardian""]"
21 August 2015::TIME,21 August 2015,TIME,"[""21 August 2015""]"
MI5::ORG,MI5,ORG,"[""MI5""]"
Ian Cobain::PER,Ian Cobain,PER,"[""Ian Cobain""]"
Kyle Hills::LOC,Kyle Hills,LOC,"[""Kyle Hills""]"
Ross Island::LOC,Ross Island,LOC,"[""Ross Island""]"
Mount Terror::LOC,Mount Terror,LOC,"[""Mount Terror""]"
Cape Crozier::LOC,Cape Crozier,LOC,"[""Cape Crozier""]"
Mount McIntosh::LOC,Mount McIntosh,LOC,"[""Mount McIntosh""]"
Philip R. Kyle::PER,Philip R. Kyle,PER,"[""Philip R. Kyle""]"
New Mexico Institute of Mining and Technology::ORG,New Mexico Institute of Mining and Technology,ORG,"[""New Mexico Institute of Mining and Technology""]"
Socorro::LOC,Socorro,LOC,"[""Socorro""]"
New Zealand Antarctic Research Program::MISC,New Zealand Antarctic Research Program,MISC,"[""New Zealand Antarctic Research Program""]"
National Science Foundation::ORG,National Science Foundation,ORG,"[""National Science Foundation""]"
Mount Erebus::LOC,Mount Erebus,LOC,"[""Mount Erebus""]"
Mount Erebus Volcano Observatory::ORG,Mount Erebus Volcano Observatory,ORG,"[""Mount Erebus Volcano Observatory""]"
Santiago South Super Cup::MISC,Santiago South Super Cup,MISC,"[""Santiago South Super Cup"", ""Super Taça de Santiago Sul""]"
Praia::LOC,Praia,LOC,"[""Praia""]"
Ribeira Grande de Santiago::LOC,Ribeira Grande de Santiago,LOC,"[""Ribeira Grande de Santiago""]"
São Domingos::LOC,São Domingos,LOC,"[""São Domingos""]"
Santiago South Regional Football Association::ORG,Santiago South Regional Football Association,ORG,"[""Associação Regional de Futebol de Santiago Sul de Futebol"", ""Santiago South Regional Football Association""]"
ARFSS::ORG,ARFSS,ORG,"[""ARFSS""]"
Sporting Praia::ORG,Sporting Praia,ORG,"[""Sporting Praia""]"
Académica da Praia::ORG,Académica da Praia,ORG,"[""Académica da Praia""]"
Pico do Fogo::LOC,Pico do Fogo,LOC,"[""Pico do Fogo""]"
"April 15, 2017::TIME","April 15, 2017",TIME,"[""April 15, 2017""]"
Battle of Port Arthur::MISC,Battle of Port Arthur,MISC,"[""Battle of Port Arthur""]"
Hatsuse::MISC,Hatsuse,MISC,"[""Hatsuse""]"
May 1904::TIME,May 1904,TIME,"[""May 1904""]"
Shikishima::MISC,Shikishima,MISC,"[""Shikishima""]"
Battles of the Yellow Sea::MISC,Battles of the Yellow Sea,MISC,"[""Battles of the Yellow Sea""]"
Tsushima::LOC,Tsushima,LOC,"[""Tsushima""]"
Envigado::LOC,Envigado,LOC,"[""Envigado""]"
Medellin::LOC,Medellin,LOC,"[""Medellin""]"
Antioquia::LOC,Antioquia,LOC,"[""Antioquia""]"
Aburrá Valley::LOC,Aburrá Valley,LOC,"[""Aburrá Valley""]"
Metropolitan Area of the Aburrá Valley::LOC,Metropolitan Area of the Aburrá Valley,LOC,"[""Metropolitan Area of the Aburrá Valley""]"
El Poblado::LOC,El Poblado,LOC,"[""El Poblado""]"
Medellín::LOC,Medellín,LOC,"[""Medellín""]"
Sabaneta::LOC,Sabaneta,LOC,"[""Sabaneta""]"
El Retiro::LOC,El Retiro,LOC,"[""El Retiro""]"
Caldas::LOC,Caldas,LOC,"[""Caldas""]"
Itagüí::LOC,Itagüí,LOC,"[""Itagüí""]"
Pablo Escobar::PER,Pablo Escobar,PER,"[""Pablo Escobar""]"
Medellin cartel::ORG,Medellin cartel,ORG,"[""Medellin cartel""]"
Fernando González::PER,Fernando González,PER,"[""Fernando González""]"
Otraparte::LOC,Otraparte,LOC,"[""Otraparte""]"
